iter	Passed	Remaining
1378	5163374	1576345
1379	5164955	1571943
1380	5167212	1567749
1381	5169184	1563472
1382	5170837	1559102
1383	5173178	1554943
1384	5175637	1550822
1385	5177459	1546513
1386	5179692	1542330
1387	5181762	1538102
1388	5184312	1534018
1389	5186432	1529811
1390	5188524	1525597
1391	5190184	1521260
1392	5191826	1516922
1393	5194350	1512845
1394	5196052	1508531
1395	5197850	1504249
1396	5199955	1500058
1397	5201878	1495819
1398	5204212	1491700
1399	5206417	1487547
1400	5208024	1483227
1401	5210122	1479050
1402	5211725	1474736
1403	5213989	1470612
1404	5215550	1466293
1405	5217997	1462226
1406	5219562	1457916
1407	5221934	1453833
1408	5224081	1449691
1409	5226267	1445563
1410	5227863	1441274
1411	5229769	1437075
1412	5231913	1432944
1413	5234302	1428883
1414	5235872	1424601
1415	5237771	1420412
1416	5240155	1416358
1417	5241634	1412062
1418	5243610	1407903
1419	5245318	1403676
1420	5247531	1399587
1421	5249035	1395313
1422	5250760	1391101
1423	5253367	1387125
1424	5255273	1382966
1425	5257531	1378903
1426	5259942	1374883
1427	5262254	1370839
1428	5264197	1366702
1429	5266106	1362559
1430	5267731	1358345
1431	5269448	1354159
1432	5271920	1350170
1433	5274339	1346170
1434	5276033	1341987
1435	5277900	1337852
1436	5280166	1333820
1437	5282438	1329793
1438	5284899	1325815
1439	5287074	1321768
1440	5288772	1317605
1441	5291087	1313598
1442	5293700	1309668
1443	5296138	1305696
1444	5298454	1301696
1445	5300698	1297681
1446	5303356	1293769
1447	5305583	1289755
1448	5308035	1285797
1449	5310570	1281861
1450	5312591	1277804
1451	5315159	1273881
1452	5316921	1269767
1453	5319436	1265835
1454	5321260	1261742
1455	5323442	1257736
1456	5325518	1253708
1457	5327329	1249620
1458	5329494	1245618
1459	5331672	1241622
1460	5334249	1237721
1461	5336620	1233774
1462	5339284	1229896
1463	5341077	1225821
1464	5343461	1221883
1465	5345461	1217860
1466	5347160	1213772
1467	5349054	1209731
1468	5351339	1205781
1469	5353507	1201807
1470	5355227	1197736
1471	5356967	1193672
1472	5359053	1189687
1473	5361472	1185780
1474	5363181	1181718
1475	5365240	1177735
1476	5367368	1173771
1477	5369635	1169839
1478	5371480	1165818
1479	5373147	1161761
1480	5375423	1157839
1481	5377230	1153818
1482	5379231	1149842
1483	5381630	1145953
1484	5383800	1142018
1485	5386017	1138095
1486	5387902	1134104
1487	5389565	1130070
1488	5391316	1126057
1489	5392942	1122021
1490	5395204	1118120
1491	5397712	1114273
1492	5399982	1110378
1493	5401778	1106388
1494	5404450	1102580
1495	5406686	1098684
1496	5409132	1094834
1497	5411259	1090921
1498	5413424	1087018
1499	5415418	1083083
1500	5417847	1079238
1501	5420113	1075362
1502	5422337	1071479
1503	5424471	1067582
1504	5426261	1063619
1505	5428453	1059738
1506	5430840	1055896
1507	5432545	1051925
1508	5434360	1047978
1509	5436906	1044174
1510	5439376	1040357
1511	5441651	1036505
1512	5443536	1032581
1513	5445188	1028615
1514	5447594	1024794
1515	5449506	1020883
1516	5451382	1016968
1517	5453138	1013033
1518	5455432	1009201
1519	5457775	1005379
1520	5459989	1001536
1521	5462144	997684
1522	5463834	993750
1523	5466330	989965
1524	5468465	986116
1525	5470631	982275
1526	5472810	978439
1527	5475219	974646
1528	5476873	970721
1529	5479067	966894
1530	5481412	963095
1531	5483370	959231
1532	5485212	955350
1533	5487319	951517
1534	5489659	947726
1535	5491586	943866
1536	5493242	939962
1537	5495907	936233
1538	5498137	932432
1539	5500135	928594
1540	5501975	924731
1541	5503688	920850
1542	5505749	917030
1543	5507518	913163
1544	5509648	909359
1545	5512075	905606
1546	5514689	901885
1547	5516798	898083
1548	5518830	894271
1549	5520992	890482
1550	5522936	886660
1551	5525667	882967
1552	5528113	879229
1553	5529706	875358
1554	5531466	871517
1555	5533154	867666
1556	5535042	863850
1557	5537285	860091
1558	5538807	856223
1559	5540852	852438
1560	5542495	848594
1561	5544648	844831
1562	5546738	841060
1563	5548943	837308
1564	5550528	833465
1565	5552031	829613
1566	5554199	825863
1567	5555797	822031
1568	5557610	818233
1569	5559593	814462
1570	5561249	810646
1571	5563506	806920
1572	5565160	803109
1573	5566785	799297
1574	5569372	795624
1575	5571448	791881
1576	5573820	788181
1577	5575651	784407
1578	5577998	780707
1579	5579620	776909
1580	5581689	773175
1581	5583427	769397
1582	5585008	765601
1583	5587500	761931
1584	5589404	758184
1585	5591177	754421
1586	5593289	750706
1587	5595393	746992
1588	5596987	743212
1589	5599166	739512
1590	5601107	735783
1591	5603848	732161
1592	5606104	728476
1593	5608318	724789
1594	5610601	721111
1595	5612949	717444
1596	5614830	713719
1597	5617310	710073
1598	5619246	706359
1599	5621161	702645
1600	5622999	698923
1601	5625447	695280
1602	5627498	691589
1603	5629751	687924
1604	5631404	684189
1605	5633425	680501
1606	5635374	676806
1607	5637074	673083
1608	5639365	669433
1609	5641218	665733
1610	5642798	662004
1611	5644445	658285
1612	5646281	654590
1613	5648033	650888
1614	5650038	647218
1615	5652443	643595
1616	5655082	640000
1617	5656785	636300
1618	5658684	632626
1619	5660383	628931
1620	5662090	625240
1621	5664417	621619
1622	5666585	617982
1623	5668837	614356
1624	5670783	610699
1625	5672850	607057
1626	5674822	603407
1627	5676812	599761
1628	5679252	596164
1629	5681103	592507
1630	5683580	588917
1631	5685193	585240
1632	5686913	581576
1633	5688437	577895
1634	5690752	574296
1635	5693182	570710
1636	5695213	567085
1637	5696973	563436
1638	5698739	559790
1639	5700262	556123
1640	5702719	552548
1641	5704904	548949
1642	5706444	545290
1643	5708824	541713
1644	5710491	538070
1645	5712563	534468
1646	5714920	530894
1647	5717092	527304
1648	5719816	523767
1649	5721650	520150
1650	5724256	516604
1651	5726432	513021
1652	5728691	509448
1653	5730334	505821
1654	5732195	502216
1655	5734603	498661
1656	5737153	495119
1657	5738853	491506
1658	5740608	487899
1659	5742184	484280
1660	5744012	480684
1661	5746013	477105
1662	5747876	473517
1663	5750259	469973
1664	5752566	466424
1665	5754719	462864
1666	5757208	459333
1667	5759066	455753
1668	5761429	452215
1669	5763651	448667
1670	5765201	445069
1671	5767414	441524
1672	5769868	437999
1673	5771483	434412
1674	5773833	430883
1675	5776135	427351
1676	5778433	423820
1677	5780370	420265
1678	5782301	416711
1679	5784480	413177
1680	5786646	409643
1681	5789100	406131
1682	5791441	402613
1683	5793328	399065
1684	5794904	395497
1685	5797400	391995
1686	5799455	388463
1687	5801861	384957
1688	5803704	381415
1689	5806128	377913
1690	5807974	374375
1691	5810193	370863
1692	5812783	367376
1693	5815407	363892
1694	5817465	360373
1695	5819716	356869
1696	5821955	353365
1697	5823883	349844
1698	5825636	346315
1699	5828027	342825
1700	5830531	339343
1701	5832847	335851
1702	5835156	332360
1703	5837693	328884
1704	5839777	325383
1705	5841642	321872
1706	5843971	318388
1707	5846101	314895
1708	5848438	311414
1709	5850523	307922
1710	5852316	304416
1711	5853962	300904
1712	5856376	297434
1713	5858858	293968
1714	5860836	290478
1715	5862890	286994
1716	5865514	283539
1717	5869296	280141
1718	5872996	276738
1719	5877000	273348
1720	5880470	269934
1721	5885119	266573
1722	5888393	263149
1723	5891502	259718
1724	5894392	256277
1725	5898009	252869
1726	5901828	249469
1727	5904879	246036
1728	5909446	242666
1729	5912577	239237
1730	5916945	235857
1731	5919830	232418
1732	5923345	229004
1733	5927881	225628
1734	5931497	222217
1735	5937503	218894
1736	5940486	215458
1737	5942895	212002
1738	5944530	208520
1739	5946862	205064
1740	5949116	201607
1741	5951630	198159
1742	5953697	194699
1743	5955319	191225
1744	5957498	187772
1745	5959917	184327
1746	5962634	180892
1747	5966034	177479
1748	5968833	174048
1749	5971927	170626
1750	5974876	167200
1751	5977554	163768
1752	5979681	160322
1753	5981524	156870
1754	5984311	153443
1755	5986052	149992
1756	5988222	146552
1757	5990374	143114
1758	5992609	139679
1759	5995164	136253
1760	5997221	132817
1761	5999352	129384
1762	6001493	125953
1763	6003972	122530
1764	6006592	119110
1765	6009327	115694
1766	6012389	112285
1767	6016266	108891
1768	6018519	105468
1769	6021195	102054
1770	6023171	98629
1771	6025186	95206
1772	6028750	91808
1773	6031543	88399
1774	6033897	84984
1775	6036020	81567
1776	6038632	78159
1777	6040466	74741
1778	6042756	71331
1779	6045576	67927
1780	6047749	64518
1781	6049689	61107
1782	6051634	57699
1783	6054620	54301
1784	6056415	50894
1785	6058922	47494
1786	6061002	44092
1787	6062951	40690
1788	6065559	37295
1789	6067478	33896
1790	6069545	30500
1791	6072357	27108
1792	6074293	23714
1793	6076701	20323
1794	6079079	16933
1795	6081732	13545
1796	6084458	10157
1797	6086370	6770
1798	6088280	3384
1799	6091149	0
