iter	MAE
1665	6.170868007
1666	6.170840462
1667	6.170814909
1668	6.170791503
1669	6.170759982
1670	6.17073437
1671	6.170701089
1672	6.170650313
1673	6.170623881
1674	6.170605604
1675	6.170569416
1676	6.170551854
1677	6.170522602
1678	6.170478064
1679	6.170452617
1680	6.170435646
1681	6.170401302
1682	6.170380408
1683	6.170352852
1684	6.170342699
1685	6.170317064
1686	6.1702964
1687	6.170270948
1688	6.170249273
1689	6.170218369
1690	6.170190456
1691	6.170166416
1692	6.170133026
1693	6.170102354
1694	6.170065744
1695	6.169717067
1696	6.169698663
1697	6.169684482
1698	6.169655421
1699	6.169632648
1700	6.169605692
1701	6.169587723
1702	6.169554773
1703	6.169530645
1704	6.169506134
1705	6.16947114
1706	6.169442933
1707	6.169416362
1708	6.169390054
1709	6.16937125
1710	6.169332237
1711	6.169314041
1712	6.169286552
1713	6.169269457
1714	6.168936676
1715	6.168848866
1716	6.168829138
1717	6.168805664
1718	6.168779431
1719	6.168758101
1720	6.16873405
1721	6.168704477
1722	6.168664153
1723	6.168649512
1724	6.168627269
1725	6.168604243
1726	6.168567489
1727	6.168537785
1728	6.168522202
1729	6.168495061
1730	6.168477035
1731	6.168440899
1732	6.168421024
1733	6.168396642
1734	6.168295028
1735	6.168274584
1736	6.168265229
1737	6.168237658
1738	6.168186628
1739	6.16817068
1740	6.168111061
1741	6.168089387
1742	6.168072389
1743	6.168028373
1744	6.168004341
1745	6.167959058
1746	6.167936818
1747	6.167909397
1748	6.167899566
1749	6.16788207
1750	6.167866784
1751	6.167846847
1752	6.167827832
1753	6.167811187
1754	6.167798524
1755	6.167776211
1756	6.167756992
1757	6.167743753
1758	6.16772466
1759	6.167695853
1760	6.167679563
1761	6.167663427
1762	6.167645807
1763	6.167630117
1764	6.167599047
1765	6.167581648
1766	6.167559588
1767	6.167519187
1768	6.167493969
1769	6.16747273
1770	6.167421701
1771	6.16739043
1772	6.167374638
1773	6.16735006
1774	6.167335728
1775	6.167298385
1776	6.167281238
1777	6.167243985
1778	6.167215374
1779	6.167197739
1780	6.167176473
1781	6.167150541
1782	6.16713001
1783	6.167103333
1784	6.167074776
1785	6.167058148
1786	6.167040779
1787	6.167015399
1788	6.166987963
1789	6.166963589
1790	6.16693898
1791	6.166913468
1792	6.166890996
1793	6.166873779
1794	6.166533879
1795	6.166496451
1796	6.166472558
1797	6.166459733
1798	6.166177577
1799	6.166162911
